?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHEBI_37578>	"Any heteroatomic molecular entity that is a chemical compound of halogen with other chemical elements."	"Wikipedia:Halide"
<http://purl.obolibrary.org/obo/PATO_0001995>	"A quality that inheres in an entire organism or part of an organism."	
<http://purl.obolibrary.org/obo/PATO_0001046>	"A quality inhering in a bearer by virtue of the bearer's disposition to resist to a stimulus."	
<http://purl.obolibrary.org/obo/BFO_0000015>	"An occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t."@en	
<http://purl.obolibrary.org/obo/PHIPO_0000954>	"A pathogen host phenotype in which the vegetative growth or proliferation of the pathogen inside the host is present."	
<http://purl.obolibrary.org/obo/CHEBI_38498>		
<http://purl.obolibrary.org/obo/GO_0050658>	"The directed movement of RNA, ribonucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	
<http://purl.obolibrary.org/obo/PATO_0000068>	"A quality of an entity that is descriptive or observational, typically not represented numerically."	
<http://purl.obolibrary.org/obo/PHIPO_0000353>	"A pathogen growth with host phenotype in which the pathogen penetration into the host is normal (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/CHEBI_50319>		
<http://purl.obolibrary.org/obo/CHEBI_37958>		
<http://purl.obolibrary.org/obo/GO_0016740>	"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."	"Reactome:R-HSA-8868783 Reactome:R-HSA-5333607 EC:2.-.-.- Reactome:R-HSA-5668414 Reactome:R-HSA-1483186 Reactome:R-HSA-1483089"
<http://purl.obolibrary.org/obo/CHEBI_73336>	"A drug used in treating and healing of wounds."	"Wikipedia:Wound_healing"
<http://purl.obolibrary.org/obo/GO_0034306>	"Any process that modulates the frequency, rate or extent of spore formation from the products of meiosis. An example of this is found in Saccharomyces cerevisiae."	
<http://purl.obolibrary.org/obo/GO_0071826>	"Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a ribonucleoprotein complex."	
<http://purl.obolibrary.org/obo/CHEBI_39430>		
<http://purl.obolibrary.org/obo/PHIPO_0001013>	"A pathogen host interaction phenotype in which the localization of a polysaccharide in a pathogen or host cell is abnormal. This includes any process in which a polysaccharide is transported to, or maintained in, a specific location. (GO:0033037)."	
<http://purl.obolibrary.org/obo/GO_0044127>	"Any process in which the symbiont regulates its progression from an initial condition to a later condition, within the cells or tissues of the host organism. This may (but not necessarily) include a filamentous growth form, and also can include secretion of proteases and lipases to break down. The host is defined as the larger of the organisms involved in the symbiotic interaction."	
<http://purl.obolibrary.org/obo/CHEBI_91007>	"A carboxylic acic anion obtained by deprotonation of the carboxy group of any aromatic carboxylic acid. Major species at pH 7.3."	
<http://purl.obolibrary.org/obo/CHEBI_27405>	"An amino cyclitol that is scyllo-inositol in which the hydroxy groups at positions 1 and 3 are replaced by guanidino groups."	"PMID:15736038 PMID:11642734 HMDB:HMDB0258506 MetaCyc:CPD-10148 PMID:17011831 KEGG:C00837 PMID:17609790 PMID:6076630 PMID:16956741 Reaxys:2816623 CAS:85-17-6"
<http://purl.obolibrary.org/obo/CHEBI_38497>		
<http://purl.obolibrary.org/obo/PHIPO_0001374>	"A single species phenotype where the frequency of occurrence of resting structures is increased."	
<http://purl.obolibrary.org/obo/CHEBI_24632>	"A compound consisting of carbon and hydrogen only."	
<http://purl.obolibrary.org/obo/CHEBI_48080>	"A metabolite from Penicillium brefeldianum that exhibits a wide range of antibiotic activity."	"CAS:20350-15-6 Beilstein:5282047 Beilstein:25191"
<http://purl.obolibrary.org/obo/CHEBI_77057>	"An N-{5-chloro-4-[(4-chlorophenyl)(cyano)methyl]-2-methylphenyl}-2-hydroxy-3,5-diiodobenzamide that has S configuration."	
<http://purl.obolibrary.org/obo/CHEBI_76727>	"An oxidoreductase inhibitor which interferes with the action of an oxidoreductase acting on the aldehyde or oxo group of donors (EC 1.2.*.*)."	
<http://purl.obolibrary.org/obo/CHEBI_192979>		"PMID:15504830 CAS:65086-32-0"
<http://purl.obolibrary.org/obo/CHEBI_37826>		
<http://purl.obolibrary.org/obo/PHIPO_0001200>	"A pathogen host interaction phenotype where disease is present."	
<http://purl.obolibrary.org/obo/PHIPO_0001052>	"A single species colony shape phenotype where the colony is smoother than normal."	
<http://purl.obolibrary.org/obo/CHEBI_25555>		"WebElements:N"
<http://purl.obolibrary.org/obo/CHEBI_39745>	"A monovalent inorganic anion that consists of phosphoric acid in which one of the three OH groups has been deprotonated."	"PDBeChem:2HP Gmelin:1999 DrugBank:DB02831"
<http://purl.obolibrary.org/obo/CHEBI_38496>		
<http://purl.obolibrary.org/obo/PHIPO_0001413>	"A growth phenotype which describes the absence of change of individuals or populations after exposure to dalfopristin (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/CHEBI_78608>	"An amino acid-zwitterion obtained by transfer of a proton from the carboxy to the amino group of any alpha-amino acid; major species at pH 7.3."	"MetaCyc:Alpha-Amino-Acids"
<http://purl.obolibrary.org/obo/CHEBI_84291>	"An organic anion in which the charge resides on a sulfur atom."	
<http://purl.obolibrary.org/obo/PHIPO_0000591>	"A growth phenotype which describes the resistance of individuals or populations after exposure to alexidine. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_76816>	"An EC 2.7.* (P-containing group transferase) inhibitor that interferes with any enzyme in the EC 2.7.8.* (transferases for other substituted phosphate groups) category."	
<http://purl.obolibrary.org/obo/PHIPO_0001203>	"A phenotype where the ability of a pathogen effector to produce an infectious disease is acquired."	
<http://purl.obolibrary.org/obo/CHEBI_75929>	"An organic cation that is the conjugate acid of D-cycloserine, obtained by protonation of the amino group."	
<http://purl.obolibrary.org/obo/CHEBI_59635>	"An organic phosphonic acid derivative in which one or more oxygen atoms of the phosphonate group(s) has been deprotonated."	
<http://purl.obolibrary.org/obo/PHIPO_0000690>	"A growth phenotype which describes the resistance of individuals or populations after exposure to novobiocin. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_88061>	"Any organic amino compound that contains two or more amino groups."	"Wikipedia:Polyamine"
<http://purl.obolibrary.org/obo/CHEBI_35820>	"Any antimicrobial drug which is used to treat or prevent protozoal infections."	"Wikipedia:Antiprotozoal_agent"
<http://purl.obolibrary.org/obo/PHIPO_0000654>	"A growth phenotype which describes the resistance of individuals or populations after exposure to valinomycin. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_48354>	"A solvent that is composed of polar molecules. Polar solvents can dissolve ionic compounds or ionisable covalent compounds."	
<http://purl.obolibrary.org/obo/CHEBI_26167>	"Any amino acid whose side chain is capable of forming one or more hydrogen bonds."	"PMID:12016058 MetaCyc:Polar-amino-acids"
<http://purl.obolibrary.org/obo/PHIPO_0000753>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to ceftriaxone. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_64246>	"A nucleoside that is one of the homologues in the mixture that is tunicamycin, characterised by a tetradec-2-enoyl fatty acyl substituent on the amino group of the tunicamine moiety."	"PMID:7061468"
<http://purl.obolibrary.org/obo/CHEBI_7451>	"A tertiary amine in which the nitrogen is substituted by methyl, alpha-naphthylmethyl, and (1E)-cinnamyl groups. It is used (usually as its hydrochloride salt) for the treatment of fungal skin infections."	"PMID:18212112 KEGG:C08071 KEGG:D08245 Patent:BE853976 Reaxys:2983617 PMID:25294700 Patent:US4282251 Wikipedia:Naftifine PMID:24196340 CAS:65472-88-0 PMID:6388170 HMDB:HMDB0014873 DrugBank:DB00735 Drug_Central:1872"
<http://purl.obolibrary.org/obo/CHEBI_30746>	"A compound comprising a benzene ring core carrying a carboxylic acid substituent."	"DrugBank:DB03793 PMID:16728954 PMID:17439666 KEGG:C00539 PDBeChem:BEZ Reaxys:636131 Wikipedia:Benzoic_Acid CAS:65-85-0 PPDB:1475 Gmelin:2946 KNApSAcK:C00000207 LINCS:LSM-37118 KEGG:C00180 YMDB:YMDB02301 Drug_Central:4664 KEGG:D00038 HMDB:HMDB0001870 MetaCyc:BENZOATE PMID:18314336"
<http://purl.obolibrary.org/obo/GO_0015931>	"The directed movement of nucleobases, nucleosides, nucleotides and nucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	
<http://purl.obolibrary.org/obo/CHEBI_26094>	"A member of the class of benzoic acids in that consists of benzene substituted by two carboxy groups (A closed class)."	
<http://purl.obolibrary.org/obo/CHEBI_149552>	"Any agent that induces nausea and vomiting."	
<http://purl.obolibrary.org/obo/CHEBI_35780>	"A phosphorus oxoanion that is the conjugate base of phosphoric acid."	
<http://purl.obolibrary.org/obo/CHEBI_88188>	"Any drug which causes the onset of an allergic reaction."	
<http://purl.obolibrary.org/obo/PHIPO_0001019>	"A cellular process phenotype in which the rate, or speed, of asexual spore germination is decreased."	"FYPO:0000582"
<http://purl.obolibrary.org/obo/CHEBI_16541>	"A naturally occurring polypeptide synthesized at the ribosome."	"KEGG:C00017"
<http://purl.obolibrary.org/obo/CHEBI_52217>	"Any substance introduced into a living organism with therapeutic or diagnostic purpose."	
<http://purl.obolibrary.org/obo/CHEBI_22917>	"An insecticide compound naturally occurring in plants."	
<http://purl.obolibrary.org/obo/PHIPO_0000970>	"A single organism phenotype observed in the vegetative growth phase of the life cycle in which cells contain fewer autophagosomes than normal (GO:0005776)."	
<http://purl.obolibrary.org/obo/PHIPO_0000883>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to levofloxacin. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_25558>		
<http://purl.obolibrary.org/obo/UBERON_0000104>	"An entire span of an organism's life. In metazoans, commences with the zygote stage and ends with the death of the organism."	"ncithesaurus:Life OGES:000011 FBdv:00000000"
<http://purl.obolibrary.org/obo/CHEBI_63951>	"An agonist at the estrogen receptor."	
<http://purl.obolibrary.org/obo/GO_0016241>	"Any process that modulates the frequency, rate or extent of macroautophagy."	
<http://purl.obolibrary.org/obo/GO_0019751>	"The chemical reactions and pathways involving a polyol, any alcohol containing three or more hydroxyl groups attached to saturated carbon atoms."	
<http://purl.obolibrary.org/obo/CHEBI_24531>		
<http://purl.obolibrary.org/obo/CHEBI_64933>	"A depigmentation agent which inhibits the synthesis of melanin."	
<http://purl.obolibrary.org/obo/CHEBI_24797>		
<http://purl.obolibrary.org/obo/CHEBI_28965>	"A carboxylic acid dianion obtained by deprotonation of both carboxy groups of any dicarboxylic acid."	
<http://purl.obolibrary.org/obo/CHEBI_149836>	"Tetracycline in which the hydroxy group at position 5 and the methyl group at position 6 are replaced by hydrogen, and with a dimethylamino substituent and an (N-tert-butylglycyl)amino substituent at positions 7 and 9, respectively. A glycylcycline antibiotic, it has activity against a broad range of Gram-positive and Gram-negative bacteria, including tetracycline-resistant organisms. It is used for the intravenous treatment of complicated skin and skin structure infections caused by susceptible organisms."	"PMID:17194827 PMID:17307973 PMID:17210772 KEGG:D01079 Drug_Central:2661 KEGG:C12012 DrugBank:DB00560 PMID:17353238 PMID:17220399 Reaxys:8379453 PMID:17353249 CAS:220620-09-7"
<http://purl.obolibrary.org/obo/PHIPO_0000573>	"A growth phenotype which describes the resistance of individuals or populations after exposure to gentamycin C1. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
