?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/PHIPO_0001155>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased level of pathogen ROS production with host"	
<http://purl.obolibrary.org/obo/PHIPO_0000109>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"premature infection structure formation"	
<http://purl.obolibrary.org/obo/PHIPO_0001141>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host ETI signalling induced HR activated by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0001141>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"activation of host ETI inducing HR"	
<http://purl.obolibrary.org/obo/PHIPO_0001141>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"activation of host effector-triggered immunity inducing HR"	
<http://purl.obolibrary.org/obo/PHIPO_0001141>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"activation of host ETI signalling pathway inducing HR"	
<http://purl.obolibrary.org/obo/PHIPO_0001141>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host effector triggered immunity signalling induced hypersensitive response activated by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0000059>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal number of conidia"	
<http://purl.obolibrary.org/obo/PHIPO_0001019>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased rate of conidia germination"	
<http://purl.obolibrary.org/obo/PHIPO_0001168>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"inhibition of host immune response serine-type peptidase activity present"	
<http://purl.obolibrary.org/obo/PHIPO_0000959>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"melanization"	
<http://purl.obolibrary.org/obo/PHIPO_0001228>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen ROS production within host present"	
<http://purl.obolibrary.org/obo/PHIPO_0000350>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen growth absent on host surface"	
<http://purl.obolibrary.org/obo/PHIPO_0000349>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen growth present on host surface"	
<http://purl.obolibrary.org/obo/PHIPO_0001035>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"reduced level of substance in cell"	
<http://purl.obolibrary.org/obo/PHIPO_0000107>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased number of infection structure"	
<http://purl.obolibrary.org/obo/PHIPO_0000107>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased number of appressorium"	
<http://purl.obolibrary.org/obo/PHIPO_0001027>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"reduced protein level"	
<http://purl.obolibrary.org/obo/PHIPO_0000937>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"conidia lysis present"	
<http://purl.obolibrary.org/obo/PHIPO_0000937>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"asexual spore cytolysis present"	
<http://purl.obolibrary.org/obo/PHIPO_0000981>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal meiotic nuclear division"	
<http://purl.obolibrary.org/obo/PHIPO_0000106>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased number of infection structure"	
<http://purl.obolibrary.org/obo/PHIPO_0001161>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen-induced host phenolic compound absent"	
<http://purl.obolibrary.org/obo/PHIPO_0001161>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced host phenolic compound absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000966>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen infection structure present"	
<http://purl.obolibrary.org/obo/PHIPO_0001191>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"presence of melanin accumulation in pathogen conidia with host"	
<http://purl.obolibrary.org/obo/PHIPO_0000356>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal pathogen entry into host phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000031>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal pathogen post penetration"	
<http://purl.obolibrary.org/obo/PHIPO_0001104>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased level of host RNA involved in a pathogen interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0000369>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal pre penetration"	
<http://purl.obolibrary.org/obo/PHIPO_0000369>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal formation of pathogen infection structure when near host"	
<http://purl.obolibrary.org/obo/PHIPO_0000127>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal conidia morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0000355>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abolished pathogen entry into host"	
<http://purl.obolibrary.org/obo/PHIPO_0000992>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased expression of a host defense related protein involved in a pathogen interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0000371>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased number of pathogen infection structure when near host"	
<http://purl.obolibrary.org/obo/PHIPO_0000008>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disease causing ability present"	
<http://purl.obolibrary.org/obo/PHIPO_0001098>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"stress resistance: decreased"	
<http://purl.obolibrary.org/obo/PHIPO_0001098>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hypersensitive to stress"	
<http://purl.obolibrary.org/obo/PHIPO_0000007>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disease causing ability absent"	
<http://purl.obolibrary.org/obo/PHIPO_0001111>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced increase in host pH"	
<http://purl.obolibrary.org/obo/PHIPO_0001111>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced high pH in host"	
<http://purl.obolibrary.org/obo/PHIPO_0001111>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced alkalinization of host"	
<http://purl.obolibrary.org/obo/PHIPO_0001092>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased chitin level in conidia"	
<http://purl.obolibrary.org/obo/PHIPO_0000410>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased conidia germination frequency"	
<http://purl.obolibrary.org/obo/PHIPO_0001236>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"effector-mediated suppression of host ETI absent"	
<http://purl.obolibrary.org/obo/PHIPO_0001110>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced decrease in host pH"	
<http://purl.obolibrary.org/obo/PHIPO_0001110>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced low pH in host"	
<http://purl.obolibrary.org/obo/PHIPO_0001110>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced acidification of host"	
<http://purl.obolibrary.org/obo/PHIPO_0001109>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"altered pathogen induced host pH"	
<http://purl.obolibrary.org/obo/PHIPO_0001109>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal pathogen induced host pH"	
<http://purl.obolibrary.org/obo/PHIPO_0000028>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal formation of pathogen infection structure"	
<http://purl.obolibrary.org/obo/PHIPO_0000028>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal pathogen pre penetration"	
<http://purl.obolibrary.org/obo/PHIPO_0001140>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host PTI signaling activated by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0001140>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"activation of host PTI signaling"	
<http://purl.obolibrary.org/obo/PHIPO_0001140>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"activation of host MAMP-triggered immunity signaling"	
<http://purl.obolibrary.org/obo/PHIPO_0001140>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host PAMP-triggered immunity signalling activated by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0001140>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"activation of host PAMP-triggered immunity signaling"	
<http://purl.obolibrary.org/obo/PHIPO_0000052>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"fewer conidia"	
<http://purl.obolibrary.org/obo/PHIPO_0000052>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased number of conidia"	
<http://purl.obolibrary.org/obo/PHIPO_0001214>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"filamentous growth phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000448>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal number of pathogen conidia within host"	
<http://purl.obolibrary.org/obo/PHIPO_0001018>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal conidia germination"	
<http://purl.obolibrary.org/obo/PHIPO_0000079>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal sexual spore formation"	
<http://purl.obolibrary.org/obo/PHIPO_0000079>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal meiotic sporulation"	
<http://purl.obolibrary.org/obo/PHIPO_0000928>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced host reactive oxygen species absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000928>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced host respiratory burst absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000928>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"absence of pathogen induced host ROS"	
<http://purl.obolibrary.org/obo/PHIPO_0000928>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced host oxidative burst absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000928>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced host ROS absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000928>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen-induced host ROS absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000928>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen-induced host reactive oxygen species absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000065>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"conidia increased in size"	
<http://purl.obolibrary.org/obo/PHIPO_0001265>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host haemorrhage with pathogen present"	
<http://purl.obolibrary.org/obo/PHIPO_0001265>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host bleeding with pathogen present"	
<http://purl.obolibrary.org/obo/PHIPO_0001153>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased hyphal branching"	
<http://purl.obolibrary.org/obo/PHIPO_0001153>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased branching of hyphae"	
<http://purl.obolibrary.org/obo/PHIPO_0001227>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased level of host reducing sugar in apoplast induced by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0000944>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal level of substance in cell"	
<http://purl.obolibrary.org/obo/PHIPO_0001138>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased number of conidiophores"	
<http://purl.obolibrary.org/obo/PHIPO_0001251>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host protein involved in a pathogen interaction present"	
<http://purl.obolibrary.org/obo/PHIPO_0000081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal conidia size"	
<http://purl.obolibrary.org/obo/PHIPO_0001182>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal level of vomitoxin"	
<http://purl.obolibrary.org/obo/PHIPO_0001182>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal level of DON"	
<http://purl.obolibrary.org/obo/PHIPO_0000105>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased size of infection structure"	
<http://purl.obolibrary.org/obo/PHIPO_0001063>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"undetectable cellular RNA level"	
<http://purl.obolibrary.org/obo/PHIPO_0001063>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"transcripts absent from cell"	
<http://purl.obolibrary.org/obo/PHIPO_0001025>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"altered cellular protein level"	
<http://purl.obolibrary.org/obo/PHIPO_0001025>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal protein level"	
<http://purl.obolibrary.org/obo/PHIPO_0000445>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host necrotic lesion with pathogen phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000363>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"absent pathogen growth within host"	
<http://purl.obolibrary.org/obo/PHIPO_0001145>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"suppression of host ETI"	
<http://purl.obolibrary.org/obo/PHIPO_0001145>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen suppression of host ETI"	
<http://purl.obolibrary.org/obo/PHIPO_0001145>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"suppression of host effector triggered immunity"	
<http://purl.obolibrary.org/obo/PHIPO_0001145>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen suppression of host effector triggered immunity"	
<http://purl.obolibrary.org/obo/PHIPO_0000376>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"premature pathogen infection structure formation when near host"	
<http://purl.obolibrary.org/obo/PHIPO_0001062>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased cellular RNA level"	
<http://purl.obolibrary.org/obo/PHIPO_0001062>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased transcript level"	
<http://purl.obolibrary.org/obo/PHIPO_0000362>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"premature pathogen entry into host"	
<http://purl.obolibrary.org/obo/PHIPO_0001196>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced host substance level phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0001196>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen-induced host substance level phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000015>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"reduced disease severity"	
<http://purl.obolibrary.org/obo/PHIPO_0000015>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased virulence"	
<http://purl.obolibrary.org/obo/PHIPO_0001174>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased level of host RNA involved in a pathogen interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0001083>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced callose deposition in host present"	
<http://purl.obolibrary.org/obo/PHIPO_0001083>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen-induced callose deposition in host present"	
<http://purl.obolibrary.org/obo/PHIPO_0001187>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host susceptibility present"	
<http://purl.obolibrary.org/obo/PHIPO_0000014>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased disease severity"	
<http://purl.obolibrary.org/obo/PHIPO_0000014>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hypervirulence"	
<http://purl.obolibrary.org/obo/PHIPO_0000006>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disease causing ability"	
<http://purl.obolibrary.org/obo/PHIPO_0000234>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen DON within host absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000234>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen vomitoxin within host absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000030>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"penetration defect"	
<http://purl.obolibrary.org/obo/PHIPO_0001213>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abolished filament growth"	
<http://purl.obolibrary.org/obo/PHIPO_0000991>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased level of host protein involved in a pathogen host interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0000021>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased resistance to chemical"	
<http://purl.obolibrary.org/obo/PHIPO_0001089>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"slow germination tube formation"	
